label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
0,0.3184533715248108,0.28910940885543823,1.2329664969001897e-06,0.36374974250793457,0.21656429767608643,-0.04060416668653488,0.5168765783309937,0.17040082812309265,-0.0785662978887558,0.6685457229614258,0.21180087327957153,-0.10973454266786575,0.7746753692626953,0.27432599663734436,-0.13673150539398193,0.5966237187385559,0.03746679425239563,-0.09964409470558167,0.7817067503929138,0.1767515391111374,-0.15946738421916962,0.8544461131095886,0.2906058728694916,-0.19449178874492645,0.8937426805496216,0.37389737367630005,-0.2135573923587799,0.6138703227043152,0.03444939851760864,-0.10031862556934357,0.8124421834945679,0.1734909564256668,-0.15520551800727844,0.8760955929756165,0.2911820709705353,-0.17081622779369354,0.9012281894683838,0.38713860511779785,-0.17711474001407623,0.621192991733551,0.07127214968204498,-0.10270892828702927,0.8124106526374817,0.19163233041763306,-0.1502188891172409,0.8732282519340515,0.2999945282936096,-0.15810950100421906,0.8981882333755493,0.38783538341522217,-0.15725530683994293,0.6232277750968933,0.139541894197464,-0.10706985741853714,0.7727220058441162,0.2436826229095459,-0.13839511573314667,0.8334858417510986,0.3241090178489685,-0.14230947196483612,0.8695300221443176,0.3892386853694916,-0.13984782993793488
0,0.8406118154525757,0.23189570009708405,-1.577958812504221e-07,0.8629664182662964,0.253720760345459,0.011830607429146767,0.8683483600616455,0.29697155952453613,0.014173239469528198,0.8675642013549805,0.3300135135650635,0.010241965763270855,0.8616130948066711,0.3550185263156891,0.008042740635573864,0.9030918478965759,0.3176265358924866,0.02464205026626587,0.8990436792373657,0.3691127300262451,0.016132820397615433,0.8839885592460632,0.3873526453971863,0.009243219159543514,0.8723252415657043,0.3883019983768463,0.006632048636674881,0.895441472530365,0.3307696580886841,0.01232121791690588,0.898176908493042,0.382581889629364,0.007416015490889549,0.8839150071144104,0.3968244791030884,0.002406554762274027,0.8722712993621826,0.4014732539653778,-0.0008055988582782447,0.8808375597000122,0.34717923402786255,-0.001477783895097673,0.8882380723953247,0.39802247285842896,-0.004303876310586929,0.8728093504905701,0.4094935357570648,-0.002786563243716955,0.8595231175422668,0.41262611746788025,-0.0013576374622061849,0.8594931364059448,0.36553245782852173,-0.015492354519665241,0.8685650825500488,0.40946969389915466,-0.010944322682917118,0.8585995435714722,0.42356759309768677,-0.0031412311363965273,0.8491555452346802,0.42823559045791626,0.0021334514021873474
0,0.3665867745876312,0.8330489993095398,-6.272890118452779e-07,0.5675753355026245,0.6955574750900269,0.03364092484116554,0.664634108543396,0.5378997921943665,0.004972962662577629,0.7583593130111694,0.41341885924339294,-0.048174694180488586,0.7771939039230347,0.30375292897224426,-0.09580457955598831,0.3244432210922241,0.30892136693000793,0.015062456950545311,0.4665851891040802,0.08319178223609924,-0.07118823379278183,0.6513197422027588,0.12260681390762329,-0.13316716253757477,0.7493170499801636,0.2292819321155548,-0.15899315476417542,0.2880909740924835,0.32540392875671387,-0.047721028327941895,0.4791119694709778,0.0559748113155365,-0.11539605259895325,0.672848105430603,0.11788302659988403,-0.14454257488250732,0.7491426467895508,0.23662036657333374,-0.1515865921974182,0.30248546600341797,0.36270493268966675,-0.11540159583091736,0.4791509509086609,0.08892589807510376,-0.18782208859920502,0.6674029231071472,0.1560719907283783,-0.18210379779338837,0.7342779636383057,0.2718231976032257,-0.15887156128883362,0.3579813838005066,0.42303770780563354,-0.18025921285152435,0.5151768326759338,0.21374039351940155,-0.23456308245658875,0.6539541482925415,0.25304263830184937,-0.22137509286403656,0.7180987596511841,0.3437623679637909,-0.19676412642002106
0,0.5098169445991516,0.07823943346738815,9.024545732927436e-08,0.5912386775016785,0.07150231301784515,0.024103334173560143,0.6823433041572571,0.12229548394680023,0.012926291674375534,0.7333946824073792,0.1852761059999466,-0.00612696073949337,0.7592946290969849,0.24394112825393677,-0.023701470345258713,0.734743058681488,0.12855353951454163,-0.03339896351099014,0.8292690515518188,0.23773401975631714,-0.06333713978528976,0.8016600012779236,0.2961372435092926,-0.07354145497083664,0.7675753235816956,0.31321096420288086,-0.0742022916674614,0.7124945521354675,0.14509950578212738,-0.061211489140987396,0.7848153114318848,0.2896202802658081,-0.081184983253479,0.7403385043144226,0.3143231272697449,-0.07174695283174515,0.7114952206611633,0.29015466570854187,-0.06423196941614151,0.6736653447151184,0.16452495753765106,-0.08606068044900894,0.7443887591362,0.31311070919036865,-0.09726414829492569,0.703978419303894,0.33097681403160095,-0.07021883875131607,0.6746631264686584,0.3084099590778351,-0.051696669310331345,0.6269382834434509,0.18210454285144806,-0.10929716378450394,0.6762934327125549,0.2974434196949005,-0.11005274951457977,0.6623013615608215,0.3261029124259949,-0.08661513030529022,0.6519162058830261,0.32214421033859253,-0.06904751062393188
0,0.45606306195259094,0.7868444323539734,8.482130056108872e-07,0.6011325120925903,0.6518710851669312,0.09965790808200836,0.6639955639839172,0.46906012296676636,0.11348360776901245,0.7386208176612854,0.341540664434433,0.07986178994178772,0.7497990131378174,0.2210341840982437,0.04508023336529732,0.36830809712409973,0.3090803325176239,0.18156354129314423,0.44838058948516846,0.11686506867408752,0.12230996787548065,0.6117443442344666,0.10014462471008301,0.0568828359246254,0.7393882274627686,0.14552882313728333,0.020203713327646255,0.3137034773826599,0.32252687215805054,0.0717676654458046,0.39669695496559143,0.0780516266822815,-0.0004553197359200567,0.603516161441803,0.06421923637390137,-0.06860245764255524,0.7463935017585754,0.12429402768611908,-0.09652257710695267,0.2813107371330261,0.35108640789985657,-0.044873639941215515,0.37984535098075867,0.10910715162754059,-0.1239985004067421,0.5941911339759827,0.11311237514019012,-0.14612698554992676,0.7240117788314819,0.17763277888298035,-0.13764411211013794,0.29152536392211914,0.3986533284187317,-0.15661245584487915,0.4172275960445404,0.20384198427200317,-0.2226598858833313,0.5878639817237854,0.1911613941192627,-0.22693634033203125,0.7059621810913086,0.23000432550907135,-0.2116965800523758
0,0.3230787515640259,0.2517070770263672,8.759917591305566e-07,0.37136024236679077,0.24496111273765564,-0.0681743249297142,0.4353680908679962,0.21910052001476288,-0.1231120303273201,0.5251513123512268,0.218248188495636,-0.16793522238731384,0.6003634929656982,0.23201052844524384,-0.2088380753993988,0.356220006942749,0.08979494869709015,-0.12525543570518494,0.5161480903625488,0.11288903653621674,-0.18850496411323547,0.6002050638198853,0.16406583786010742,-0.22098249197006226,0.6609966158866882,0.2029510736465454,-0.23995783925056458,0.3629746437072754,0.04169420897960663,-0.11772970110177994,0.5424901843070984,0.07198487222194672,-0.18608224391937256,0.6285945177078247,0.14075732231140137,-0.20606867969036102,0.6860010623931885,0.193504199385643,-0.21219950914382935,0.38535889983177185,0.024165190756320953,-0.11343295872211456,0.5573616027832031,0.05347038060426712,-0.17741484940052032,0.6374169588088989,0.1221517026424408,-0.18716706335544586,0.6893874406814575,0.1740785837173462,-0.18227292597293854,0.41933420300483704,0.03093012422323227,-0.11363774538040161,0.5512025356292725,0.053956784307956696,-0.15968555212020874,0.6177837252616882,0.10576506704092026,-0.1671728789806366,0.6652931571006775,0.14478227496147156,-0.1640191376209259
0,0.35148102045059204,0.2530112564563751,7.091291536198696e-07,0.4036797881126404,0.2548429071903229,-0.0784154087305069,0.47766512632369995,0.24060097336769104,-0.13797280192375183,0.5654224753379822,0.2490556836128235,-0.18377667665481567,0.6288549304008484,0.27720770239830017,-0.22523730993270874,0.44411206245422363,0.08407358825206757,-0.14079059660434723,0.6118323802947998,0.14365683495998383,-0.20023703575134277,0.6872789263725281,0.21010974049568176,-0.2291703075170517,0.7364139556884766,0.26074329018592834,-0.24543407559394836,0.46269017457962036,0.038094356656074524,-0.12536023557186127,0.6469506621360779,0.09716879576444626,-0.1848619431257248,0.7123768329620361,0.18058687448501587,-0.1988368034362793,0.7496567964553833,0.24632537364959717,-0.20150767266750336,0.486844927072525,0.029900334775447845,-0.11243310570716858,0.6629787087440491,0.08782492578029633,-0.16800743341445923,0.7220152616500854,0.16939681768417358,-0.17355962097644806,0.7541423439979553,0.23248210549354553,-0.16686178743839264,0.5153758525848389,0.05082260072231293,-0.10477471351623535,0.6466845870018005,0.10313130170106888,-0.14458318054676056,0.6968139410018921,0.16382060945034027,-0.14925189316272736,0.7274752855300903,0.20939543843269348,-0.14423371851444244
0,0.5438233613967896,0.06741482764482498,3.311475325062929e-07,0.6295575499534607,0.08860655874013901,0.025116782635450363,0.7098321318626404,0.14860738813877106,0.02127191610634327,0.7563660144805908,0.2078820765018463,0.009941264986991882,0.7869654893875122,0.25118082761764526,0.00024300820950884372,0.7568097114562988,0.14726166427135468,-0.0011833582539111376,0.8222910761833191,0.24086694419384003,-0.022446144372224808,0.8235262632369995,0.3006572723388672,-0.033320605754852295,0.8102350831031799,0.33567750453948975,-0.03636713698506355,0.7434844970703125,0.15797218680381775,-0.02553817443549633,0.8020336627960205,0.27923429012298584,-0.03975283354520798,0.7971966862678528,0.3344520926475525,-0.040652379393577576,0.7868446707725525,0.3620688319206238,-0.0395779013633728,0.7200190424919128,0.1720525324344635,-0.04839768633246422,0.7711506485939026,0.28541088104248047,-0.05291620269417763,0.7719337940216064,0.33859607577323914,-0.04262474551796913,0.7658658027648926,0.37128812074661255,-0.03592761233448982,0.6847560405731201,0.1901286542415619,-0.07039637118577957,0.725553572177887,0.26902222633361816,-0.06542438268661499,0.7388425469398499,0.31929516792297363,-0.052086517214775085,0.7440454363822937,0.3576759099960327,-0.042202722281217575
0,0.313419908285141,0.2935987412929535,8.386892886846908e-07,0.4187752306461334,0.22348150610923767,0.04166572168469429,0.5724058747291565,0.18042927980422974,0.03423785790801048,0.6944859027862549,0.21091626584529877,0.01169517170637846,0.7787916660308838,0.2690102458000183,-0.010738154873251915,0.6346098184585571,0.029264211654663086,0.0023066808935254812,0.8021848797798157,0.17016570270061493,-0.03542400524020195,0.8636716604232788,0.28223562240600586,-0.06536952406167984,0.8967402577400208,0.36583393812179565,-0.08553900569677353,0.6327604651451111,0.035058602690696716,-0.044064756482839584,0.823158323764801,0.1808105707168579,-0.07217920571565628,0.8849273920059204,0.2985474467277527,-0.08405940234661102,0.9163287878036499,0.39058393239974976,-0.09369540214538574,0.6164178252220154,0.07839751243591309,-0.08886747807264328,0.8112740516662598,0.20470651984214783,-0.11451834440231323,0.8783632516860962,0.3196397125720978,-0.11758465319871902,0.9118641018867493,0.4058917164802551,-0.11952532082796097,0.5967140197753906,0.1537763625383377,-0.1306777000427246,0.7504554986953735,0.25922852754592896,-0.14088791608810425,0.8019410371780396,0.34071987867355347,-0.13082316517829895,0.8272486329078674,0.40104299783706665,-0.12421007454395294
0,0.4085239768028259,0.8639817237854004,1.4656393432233017e-07,0.6016455888748169,0.629667341709137,0.10548217594623566,0.6644473075866699,0.4470570683479309,0.1216541975736618,0.7461615204811096,0.3191375136375427,0.09182975441217422,0.7764323949813843,0.21602372825145721,0.06524550914764404,0.24816349148750305,0.27802276611328125,0.1688646823167801,0.45941630005836487,0.08900861442089081,0.11290070414543152,0.6345720291137695,0.10816262662410736,0.04449279606342316,0.7438467741012573,0.17500343918800354,0.004239906091243029,0.2101851850748062,0.2862241268157959,0.06796179711818695,0.4660285711288452,0.04638323187828064,0.011322655715048313,0.6593385934829712,0.08613863587379456,-0.04355921596288681,0.7705281376838684,0.18404027819633484,-0.06713578850030899,0.2357286959886551,0.3126067519187927,-0.03692521154880524,0.4735311269760132,0.06450393795967102,-0.0811140239238739,0.6636715531349182,0.10329006612300873,-0.09105317294597626,0.7676402926445007,0.19183990359306335,-0.08291006088256836,0.31661471724510193,0.35490596294403076,-0.13801084458827972,0.5120195150375366,0.16937991976737976,-0.15907569229602814,0.6511533260345459,0.1830625832080841,-0.14348948001861572,0.7445842027664185,0.24041959643363953,-0.12224391847848892
